Step,Value
76501,0.333
76551,0.3325
76601,0.334
76651,0.3328
76701,0.3336
76751,0.3331
76801,0.3338
76851,0.3342
76901,0.3332
76951,0.3335
77001,0.3355
77051,0.3365
77101,0.3364
77151,0.3358
77201,0.3367
77251,0.3358
77301,0.3358
77351,0.3366
77401,0.3362
77451,0.3368
77501,0.3364
77551,0.3369
77601,0.3366
77651,0.3368
77701,0.3371
77751,0.3368
77801,0.3372
77851,0.3372
77901,0.3373
77951,0.3362
78001,0.336
78051,0.3365
78101,0.3363
78151,0.3354
78201,0.3349
78251,0.3349
78301,0.3352
78351,0.3349
78401,0.3351
78451,0.3351
78501,0.3348
78551,0.3345
78561,0.311
78611,0.3041
78661,0.3539
78711,0.3679
78761,0.367
78811,0.352
78861,0.359
78911,0.3555
78961,0.3463
79011,0.3381
79061,0.3318
79111,0.332
79161,0.3337
79211,0.3458
79261,0.34
79311,0.3345
79361,0.3342
79411,0.3352
79461,0.3374
79511,0.3343
79561,0.3342
79611,0.3336
79661,0.3348
79711,0.3353
79761,0.3334
79811,0.3348
79861,0.3345
79911,0.3352
79961,0.3373
80011,0.3371
80061,0.3365
80111,0.3347
80161,0.3315
80211,0.3314
80261,0.3307
80311,0.3297
80361,0.33
80411,0.3292
80461,0.3284
80511,0.3288
80561,0.3277
80611,0.3263
80661,0.3251
80711,0.3258
80761,0.326
80811,0.325
80861,0.3257
80911,0.3251
80961,0.3239
81011,0.3226
81061,0.3232
81111,0.3218
81161,0.3228
81211,0.3235
81261,0.3255
81311,0.3248
81361,0.3242
81411,0.3264
81461,0.3265
81511,0.3266
81561,0.3269
81611,0.3277
81661,0.3281
81711,0.3285
81761,0.3279
81811,0.3277
81861,0.3273
81911,0.3291
81961,0.3297
82011,0.3305
82061,0.3318
82111,0.3321
82161,0.3314
82211,0.332
82261,0.3321
82311,0.3322
82361,0.332
82411,0.3322
82461,0.3313
82511,0.3316
82561,0.3322
82611,0.3326
82661,0.3331
82711,0.3328
82761,0.3324
82811,0.3317
82861,0.3314
82911,0.3315
82961,0.3311
83011,0.3306
83061,0.3314
83111,0.3313
83161,0.3305
83211,0.3303
83261,0.3302
83311,0.3306
83361,0.3309
83411,0.3305
83461,0.3298
83471,0.1797
83521,0.3595
83571,0.3287
83621,0.3075
83671,0.3158
