Step,Value
85914,0.0488
85964,0.0498
86014,0.0497
86064,0.0495
86114,0.0499
86164,0.052
86214,0.0522
86264,0.0515
86314,0.051
86364,0.0504
86414,0.0497
86464,0.0491
86514,0.0496
86564,0.0496
86614,0.0498
86664,0.05
86714,0.0498
86764,0.0499
86814,0.0499
86864,0.05
86914,0.0499
86964,0.0495
87014,0.0494
87064,0.0493
87114,0.0491
87164,0.0495
87214,0.0493
87264,0.0491
87314,0.0488
87364,0.0487
87414,0.0488
87464,0.0491
87514,0.0494
87564,0.05
87614,0.0497
87664,0.0499
87714,0.0498
87764,0.0497
87814,0.0495
87864,0.0493
87914,0.0495
87964,0.0493
88014,0.0492
88064,0.0491
88114,0.0489
88164,0.049
88214,0.0489
